date,christmas_holidays,sport_holidays,spring_holidays,summer_holidays,autumn_holidays,weekend,public_holiday,bridge,week_day,month,week_day_label,wind_speed,temperature,cloud_cover,humidity
2017-06-07,0,0,0,1,0,0,0,0,5,7,Thursday,1.93,77.305,0.51,0.64
2017-07-07,0,0,0,1,0,0,0,0,6,7,Friday,1.11,82.75,0.31,0.63
2017-08-07,0,0,0,1,0,1,0,0,7,7,Saturday,2.1,76.08,0.56,0.71
2017-09-07,0,0,0,1,0,1,0,0,1,7,Sunday,2.22,69.135,0.24,0.64
2017-10-07,0,0,0,1,0,0,0,0,2,7,Monday,3.22,73.705,0.32,0.55
2017-11-07,0,0,0,1,0,0,0,0,3,7,Tuesday,1.24,76.27,0.72,0.8
2017-12-07,0,0,0,1,0,0,0,0,4,7,Wednesday,0.85,79.705,0.7,0.82
2017-07-13,0,0,0,1,0,0,0,0,5,7,Thursday,2.8,76.03,0.76,0.88
2017-07-14,0,0,0,1,0,0,0,0,6,7,Friday,4.36,79.565,0.56,0.76
2017-07-15,0,0,0,1,0,1,0,0,7,7,Saturday,3.45,68.835,0.66,0.77
2017-07-16,0,0,0,1,0,1,0,0,1,7,Sunday,1.33,71.165,0.26,0.72
2017-07-17,0,0,0,1,0,0,0,0,2,7,Monday,3.96,69.31,0.56,0.78
2017-07-18,0,0,0,1,0,0,0,0,3,7,Tuesday,2.67,66.975,0.13,0.75
2017-07-19,0,0,0,1,0,0,0,0,4,7,Wednesday,0.61,74.59,0.22,0.66
2017-07-20,0,0,0,1,0,0,0,0,5,7,Thursday,0.94,80.4,0.45,0.76
2017-07-21,0,0,0,1,0,0,0,0,6,7,Friday,1.32,83.83,0.72,0.84
2017-07-22,0,0,0,1,0,1,0,0,7,7,Saturday,1.78,84.315,0.71,0.79
2017-07-23,0,0,0,1,0,1,0,0,1,7,Sunday,0.7,80.475,0.7,0.83
2017-07-24,0,0,0,1,0,0,0,0,2,7,Monday,1.19,80.955,0.52,0.76
2017-07-25,0,0,0,1,0,0,0,0,3,7,Tuesday,5.16,69.54,0.71,0.75
2017-07-26,0,0,0,1,0,0,0,0,4,7,Wednesday,3.32,71.38,0.21,0.66
2017-07-27,0,0,0,1,0,0,0,0,5,7,Thursday,3.11,78.465,0.57,0.72
2017-07-28,0,0,0,1,0,0,0,0,6,7,Friday,4.09,74.84,0.63,0.8
2017-07-29,0,0,0,1,0,1,0,0,7,7,Saturday,6.18,73.155,0.3,0.74
2017-07-30,0,0,0,1,0,1,0,0,1,7,Sunday,4.87,69.965,0.16,0.62
2017-07-31,0,0,0,1,0,0,0,0,2,7,Monday,1.78,72.105,0.3,0.7
2017-01-08,0,0,0,1,0,0,0,0,3,8,Tuesday,0.56,74.53,0.49,0.66
2017-02-08,0,0,0,1,0,0,0,0,4,8,Wednesday,0.92,76.96,0.56,0.69
2017-03-08,0,0,0,1,0,0,0,0,5,8,Thursday,0.01,77.185,0.43,0.74
2017-04-08,0,0,0,1,0,0,0,0,6,8,Friday,2.23,77.21,0.69,0.82
2017-05-08,0,0,0,1,0,1,0,0,7,8,Saturday,6.33,61.34,0.74,0.76
2017-06-08,0,0,0,1,0,1,0,0,1,8,Sunday,2.74,68.455,0.32,0.66
2017-07-08,0,0,0,1,0,0,0,0,2,8,Monday,2.04,70.15,0.6,0.69
2017-08-08,0,0,0,1,0,0,0,0,3,8,Tuesday,3.1,68.105,0.55,0.72
2017-09-08,0,0,0,1,0,0,0,0,4,8,Wednesday,0.99,68.98,0.2,0.61
2017-10-08,0,0,0,1,0,0,0,0,5,8,Thursday,0.44,71.53,0.38,0.64
2017-11-08,0,0,0,1,0,0,0,0,6,8,Friday,2.66,73.845,0.45,0.67
2017-12-08,0,0,0,1,0,1,0,0,7,8,Saturday,2.64,71.74,0.66,0.74
2017-08-13,0,0,0,1,0,1,0,0,1,8,Sunday,3.21,66.935,0.3,0.73
2017-08-14,0,0,0,1,0,0,0,0,2,8,Monday,1.0,66.76,0.4,0.68
2017-08-15,0,0,0,1,0,0,0,0,3,8,Tuesday,1.44,73.195,0.61,0.68
2017-08-16,0,0,0,1,0,0,0,0,4,8,Wednesday,1.96,75.715,0.37,0.78
2017-08-17,0,0,0,1,0,0,0,0,5,8,Thursday,2.47,79.015,0.48,0.78
2017-08-18,0,0,0,1,0,0,0,0,6,8,Friday,6.11,78.525,0.77,0.78
2017-08-19,0,0,0,1,0,1,0,0,7,8,Saturday,4.99,74.97,0.5,0.7
2017-08-20,0,0,0,1,0,1,0,0,1,8,Sunday,0.76,72.75,0.21,0.66
2017-08-21,0,0,0,1,0,0,0,0,2,8,Monday,2.02,77.465,0.46,0.69
2017-08-22,0,0,0,1,0,0,0,0,3,8,Tuesday,2.86,80.67,0.67,0.79
2017-08-23,0,0,0,1,0,0,0,0,4,8,Wednesday,4.64,73.105,0.68,0.7
2017-08-24,0,0,0,1,0,0,0,0,5,8,Thursday,2.17,67.085,0.21,0.63
2017-08-25,0,0,0,1,0,0,0,0,6,8,Friday,2.4,65.715,0.4,0.71
2017-08-26,0,0,0,1,0,1,0,0,7,8,Saturday,1.64,62.7,0.16,0.64
2017-08-27,0,0,0,1,0,1,0,0,1,8,Sunday,3.18,66.67,0.48,0.65
2017-08-28,0,0,0,1,0,0,0,0,2,8,Monday,3.45,69.755,0.73,0.67
2017-08-29,0,0,0,1,0,0,0,0,3,8,Tuesday,1.76,70.91,0.84,0.8
2017-08-30,0,0,0,1,0,0,0,0,4,8,Wednesday,1.83,67.815,0.65,0.84
2017-08-31,0,0,0,1,0,0,0,0,5,8,Thursday,0.55,69.285,0.38,0.75
2017-01-09,0,0,0,1,0,0,0,0,6,9,Friday,6.07,67.565,0.63,0.75
2017-02-09,0,0,0,1,0,1,0,0,7,9,Saturday,5.59,62.26,0.33,0.64
2017-03-09,0,0,0,1,0,1,0,0,1,9,Sunday,0.39,60.985,0.41,0.67
2017-04-09,0,0,0,1,0,0,1,0,2,9,Monday,1.68,69.04,0.22,0.67
2017-05-09,0,0,0,0,0,0,0,0,3,9,Tuesday,4.53,74.545,0.53,0.65
2017-06-09,0,0,0,0,0,0,0,0,4,9,Wednesday,5.8,61.405,0.41,0.65
2017-07-09,0,0,0,0,0,0,0,0,5,9,Thursday,3.89,56.04,0.5,0.7
2017-08-09,0,0,0,0,0,0,0,0,6,9,Friday,3.99,59.875,0.56,0.65
2017-09-09,0,0,0,0,0,1,0,0,7,9,Saturday,2.31,61.955,0.79,0.69
2017-10-09,0,0,0,0,0,1,0,0,1,9,Sunday,4.42,63.11,0.21,0.64
2017-11-09,0,0,0,0,0,0,0,0,2,9,Monday,2.97,59.23,0.0,0.66
2017-12-09,0,0,0,0,0,0,0,0,3,9,Tuesday,1.44,61.64,0.14,0.69
2017-09-13,0,0,0,0,0,0,0,0,4,9,Wednesday,2.97,64.965,0.3,0.73
2017-09-14,0,0,0,0,0,0,0,0,5,9,Thursday,1.5,67.235,0.77,0.83
2017-09-15,0,0,0,0,0,0,0,0,6,9,Friday,1.47,69.61,0.45,0.8
2017-09-16,0,0,0,0,0,1,0,0,7,9,Saturday,3.71,74.36,0.03,0.68
2017-09-17,0,0,0,0,0,1,0,0,1,9,Sunday,3.93,76.725,0.17,0.65
2017-09-18,0,0,0,0,0,0,0,0,2,9,Monday,0.85,76.935,0.5,0.7
2017-09-19,0,0,0,0,0,0,0,0,3,9,Tuesday,3.28,66.44,0.37,0.72
2017-09-20,0,0,0,0,0,0,0,0,4,9,Wednesday,2.02,70.745,0.64,0.86
2017-09-21,0,0,0,0,0,0,0,0,5,9,Thursday,3.73,80.2,0.11,0.72
2017-09-22,0,0,0,0,0,0,0,0,6,9,Friday,2.01,84.22,0.36,0.67
2017-09-23,0,0,0,0,0,1,0,0,7,9,Saturday,2.2,85.335,0.16,0.64
2017-09-24,0,0,0,0,0,1,0,0,1,9,Sunday,1.67,83.705,0.06,0.65
2017-09-25,0,0,0,0,0,0,0,0,2,9,Monday,1.79,80.625,0.08,0.64
2017-09-26,0,0,0,0,0,0,0,0,3,9,Tuesday,2.41,79.185,0.15,0.56
2017-09-27,0,0,0,0,0,0,0,0,4,9,Wednesday,2.89,80.815,0.36,0.57
2017-09-28,0,0,0,0,0,0,0,0,5,9,Thursday,5.56,66.435,0.56,0.64
2017-09-29,0,0,0,0,0,0,0,0,6,9,Friday,1.84,61.26,0.12,0.6
2017-09-30,0,0,0,0,0,1,0,0,7,9,Saturday,4.34,62.625,0.44,0.6
2017-01-10,0,0,0,0,0,1,0,0,1,10,Sunday,6.35,59.75,0.22,0.6
2017-02-10,0,0,0,0,0,0,0,0,2,10,Monday,4.77,59.83,0.33,0.54
2017-03-10,0,0,0,0,0,0,0,0,3,10,Tuesday,5.21,71.12,0.53,0.51
2017-04-10,0,0,0,0,0,0,0,0,4,10,Wednesday,6.99,72.49,0.59,0.73
2017-05-10,0,0,0,0,0,0,0,0,5,10,Thursday,2.53,67.015,0.78,0.79
2017-06-10,0,0,0,0,0,0,0,0,6,10,Friday,1.4,64.255,0.53,0.67
2017-07-10,0,0,0,0,0,1,0,0,7,10,Saturday,1.97,64.725,1.0,0.92
2017-08-10,0,0,0,0,0,1,0,0,1,10,Sunday,6.97,69.725,0.85,0.78
2017-09-10,0,0,0,0,0,0,1,0,2,10,Monday,2.52,66.2,0.1,0.7
2017-10-10,0,0,0,0,0,0,0,0,3,10,Tuesday,0.64,66.355,0.17,0.71
2017-11-10,0,0,0,0,0,0,0,0,4,10,Wednesday,6.24,60.555,0.88,0.85
2017-12-10,0,0,0,0,0,0,0,0,5,10,Thursday,7.55,59.105,1.0,0.92
2017-10-13,0,0,0,0,0,0,0,0,6,10,Friday,2.59,57.575,1.0,0.88
2017-10-14,0,0,0,0,0,1,0,0,7,10,Saturday,2.26,63.325,0.67,0.8
2017-10-15,0,0,0,0,0,1,0,0,1,10,Sunday,2.28,63.65,0.99,0.93
2017-10-16,0,0,0,0,0,0,0,0,2,10,Monday,5.65,57.675,0.94,0.81
2017-10-17,0,0,0,0,0,0,0,0,3,10,Tuesday,3.07,52.895,0.12,0.66
2017-10-18,0,0,0,0,0,0,0,0,4,10,Wednesday,5.58,58.535,0.05,0.56
2017-10-19,0,0,0,0,0,0,0,0,5,10,Thursday,5.87,59.355,0.01,0.56
2017-10-20,0,0,0,0,0,0,0,0,6,10,Friday,1.02,59.365,0.14,0.52
2017-10-21,0,0,0,0,0,1,0,0,7,10,Saturday,4.45,66.57,0.12,0.57
2017-10-22,0,0,0,0,0,1,0,0,1,10,Sunday,7.06,68.835,0.38,0.62
2017-10-23,0,0,0,0,0,0,0,0,2,10,Monday,2.95,61.03,0.85,0.79
2017-10-24,0,0,0,0,0,0,0,0,3,10,Tuesday,3.63,52.165,0.98,0.91
2017-10-25,0,0,0,0,0,0,0,0,4,10,Wednesday,6.44,45.365,0.96,0.89
2017-10-26,0,0,0,0,0,0,0,0,5,10,Thursday,2.5,43.005,0.29,0.7
2017-10-27,0,0,0,0,0,0,0,0,6,10,Friday,4.7,48.43,0.36,0.7
2017-10-28,0,0,0,0,0,1,0,0,7,10,Saturday,7.18,44.05,0.88,0.68
2017-10-29,0,0,0,0,0,1,0,0,1,10,Sunday,5.54,34.105,0.99,0.75
2017-10-30,0,0,0,0,0,0,0,0,2,10,Monday,3.15,38.075,0.53,0.63
2017-10-31,0,0,0,0,0,0,0,0,3,10,Tuesday,7.41,38.5,0.94,0.62
2017-01-11,0,0,0,0,0,0,0,0,4,11,Wednesday,5.57,32.44,0.9,0.58
2017-02-11,0,0,0,0,0,0,0,0,5,11,Thursday,4.51,37.79,0.97,0.75
2017-03-11,0,0,0,0,0,0,0,0,6,11,Friday,1.11,47.14,0.99,0.94
2017-04-11,0,0,0,0,0,1,0,0,7,11,Saturday,5.38,40.415,0.81,0.77
2017-05-11,0,0,0,0,0,1,0,0,1,11,Sunday,4.5,44.83,0.82,0.89
2017-06-11,0,0,0,0,0,0,0,0,2,11,Monday,2.61,46.69,1.0,0.92
2017-07-11,0,0,0,0,0,0,0,0,3,11,Tuesday,5.08,34.0,0.68,0.73
2017-08-11,0,0,0,0,0,0,0,0,4,11,Wednesday,5.15,37.42,0.63,0.71
2017-09-11,0,0,0,0,0,0,0,0,5,11,Thursday,1.91,37.4,0.03,0.68
2017-10-11,0,0,0,0,0,0,1,0,6,11,Friday,4.76,26.9,0.4,0.59
2017-11-11,0,0,0,0,0,1,0,0,7,11,Saturday,1.57,19.745,0.68,0.64
2017-12-11,0,0,0,0,0,1,0,0,1,11,Sunday,4.77,27.835,0.91,0.64
2017-11-13,0,0,0,0,0,0,0,0,2,11,Monday,1.11,37.165,1.0,0.84
2017-11-14,0,0,0,0,0,0,0,0,3,11,Tuesday,2.2,36.32,0.63,0.86
2017-11-15,0,0,0,0,0,0,0,0,4,11,Wednesday,5.04,37.66,0.57,0.77
2017-11-16,0,0,0,0,0,0,0,0,5,11,Thursday,5.52,38.5,0.88,0.81
2017-11-17,0,0,0,0,0,0,0,0,6,11,Friday,3.49,32.315,0.92,0.74
2017-11-18,0,0,0,0,0,1,0,0,7,11,Saturday,6.3,37.03,0.95,0.81
2017-11-19,0,0,0,0,0,1,0,0,1,11,Sunday,6.24,38.25,1.0,0.89
2017-11-20,0,0,0,0,0,0,0,0,2,11,Monday,6.8,26.5,0.48,0.64
2017-11-21,0,0,0,0,0,0,0,0,3,11,Tuesday,9.34,38.89,0.12,0.62
2017-11-22,0,0,0,0,1,0,0,0,4,11,Wednesday,5.83,29.55,0.5,0.61
2017-11-23,0,0,0,0,1,0,2,0,5,11,Thursday,3.15,24.695,0.29,0.6
2017-11-24,0,0,0,0,1,0,2,0,6,11,Friday,4.62,35.315,0.38,0.58
2017-11-25,0,0,0,0,1,1,0,0,7,11,Saturday,7.03,45.745,0.07,0.62
2017-11-26,0,0,0,0,1,1,0,0,1,11,Sunday,6.19,43.78,0.1,0.64
2017-11-27,0,0,0,0,0,0,0,0,2,11,Monday,3.33,36.98,0.17,0.62
2017-11-28,0,0,0,0,0,0,0,0,3,11,Tuesday,3.52,45.16,0.24,0.65
2017-11-29,0,0,0,0,0,0,0,0,4,11,Wednesday,6.64,52.54,0.48,0.5
2017-11-30,0,0,0,0,0,0,0,0,5,11,Thursday,1.31,38.425,0.17,0.6
2017-01-12,0,0,0,0,0,0,0,0,6,12,Friday,5.52,45.58,0.36,0.51
2017-02-12,0,0,0,0,0,1,0,0,7,12,Saturday,1.99,41.475,0.11,0.6
2017-03-12,0,0,0,0,0,1,0,0,1,12,Sunday,2.52,44.79,0.32,0.6
2017-04-12,0,0,0,0,0,0,0,0,2,12,Monday,2.87,44.7,0.2,0.62
2017-05-12,0,0,0,0,0,0,0,0,3,12,Tuesday,10.89,57.535,0.94,0.62
2017-06-12,0,0,0,0,0,0,0,0,4,12,Wednesday,12.18,29.545,0.53,0.56
2017-07-12,0,0,0,0,0,0,0,0,5,12,Thursday,7.81,22.79,0.29,0.54
2017-08-12,0,0,0,0,0,0,0,0,6,12,Friday,7.02,14.74,0.48,0.64
2017-09-12,0,0,0,0,0,1,0,0,7,12,Saturday,6.76,19.55,0.25,0.55
2017-10-12,0,0,0,0,0,1,0,0,1,12,Sunday,5.8,19.92,0.85,0.74
2017-11-12,0,0,0,0,0,0,0,0,2,12,Monday,3.97,21.17,0.72,0.69
2017-12-12,0,0,0,0,0,0,0,0,3,12,Tuesday,1.06,29.75,0.84,0.76
2017-12-13,0,0,0,0,0,0,0,0,4,12,Wednesday,7.07,15.105,0.54,0.63
2017-12-14,0,0,0,0,0,0,0,0,5,12,Thursday,3.68,23.205,0.98,0.66
2017-12-15,0,0,0,0,0,0,0,0,6,12,Friday,3.85,18.17,0.53,0.69
2017-12-16,0,0,0,0,0,1,0,0,7,12,Saturday,5.81,23.48,0.97,0.67
2017-12-17,0,0,0,0,0,1,0,0,1,12,Sunday,3.51,38.305,0.34,0.64
2017-12-18,0,0,0,0,0,0,0,0,2,12,Monday,0.41,38.78,0.71,0.81
2017-12-19,0,0,0,0,0,0,0,0,3,12,Tuesday,5.92,39.005,0.66,0.85
2017-12-20,0,0,0,0,0,0,0,0,4,12,Wednesday,5.53,39.625,0.25,0.65
2017-12-21,0,0,0,0,0,0,0,0,5,12,Thursday,3.54,28.72,0.55,0.65
2017-12-22,0,0,0,0,0,0,0,0,6,12,Friday,4.25,32.14,0.93,0.69
2017-12-23,1,0,0,0,0,1,0,0,7,12,Saturday,2.62,33.745,0.99,0.82
2017-12-24,1,0,0,0,0,1,0,0,1,12,Sunday,4.99,22.71,0.51,0.7
2017-12-25,1,0,0,0,0,0,2,0,2,12,Monday,3.73,16.215,0.81,0.8
2017-12-26,1,0,0,0,0,0,0,0,3,12,Tuesday,7.31,1.985,0.53,0.69
2017-12-27,1,0,0,0,0,0,0,0,4,12,Wednesday,5.4,-7.915,0.41,0.64
2017-12-28,1,0,0,0,0,0,0,0,5,12,Thursday,4.51,-5.625,0.11,0.66
2017-12-29,1,0,0,0,0,0,0,0,6,12,Friday,3.25,0.425,0.89,0.73
2017-12-30,1,0,0,0,0,1,0,0,7,12,Saturday,3.83,8.17,0.96,0.81
2017-12-31,1,0,0,0,0,1,0,0,1,12,Sunday,7.22,-2.015,0.53,0.67
2018-01-01,1,0,0,0,0,0,2,0,2,1,Monday,5.79,-4.12,0.57,0.65
2018-02-01,1,0,0,0,0,0,0,0,3,1,Tuesday,6.5,-15.195,0.02,0.66
2018-03-01,1,0,0,0,0,0,0,0,4,1,Wednesday,6.12,-12.19,0.08,0.69
2018-04-01,1,0,0,0,0,0,0,0,5,1,Thursday,5.22,1.965,0.85,0.7
2018-05-01,1,0,0,0,0,0,0,0,6,1,Friday,5.87,-3.125,0.07,0.66
2018-06-01,1,0,0,0,0,1,0,0,7,1,Saturday,5.44,-4.96,0.05,0.65
2018-07-01,1,0,0,0,0,1,0,0,1,1,Sunday,2.17,3.605,0.1,0.61
2018-08-01,0,0,0,0,0,0,0,0,2,1,Monday,7.5,12.055,0.96,0.71
2018-09-01,0,0,0,0,0,0,0,0,3,1,Tuesday,6.31,28.565,0.57,0.85
2018-10-01,0,0,0,0,0,0,0,0,4,1,Wednesday,2.66,28.975,0.83,0.89
2018-11-01,0,0,0,0,0,0,0,0,5,1,Thursday,7.95,40.13,0.97,0.93
2018-12-01,0,0,0,0,0,0,0,0,6,1,Friday,7.26,36.49,1.0,0.9
2018-01-13,0,0,0,0,0,1,0,0,7,1,Saturday,9.84,8.905,1.0,0.77
2018-01-14,0,0,0,0,0,1,0,0,1,1,Sunday,4.92,5.8,0.25,0.6
2018-01-15,0,0,0,0,0,0,1,0,2,1,Monday,4.01,6.87,0.48,0.68
2018-01-16,0,0,0,0,0,0,0,0,3,1,Tuesday,4.87,8.2,1.0,0.85
2018-01-17,0,0,0,0,0,0,0,0,4,1,Wednesday,5.46,6.775,0.71,0.79
2018-01-18,0,0,0,0,0,0,0,0,5,1,Thursday,6.14,4.55,0.1,0.75
2018-01-19,0,0,0,0,0,0,0,0,6,1,Friday,8.05,15.18,0.03,0.69
2018-01-20,0,0,0,0,0,1,0,0,7,1,Saturday,8.92,26.815,0.2,0.66
2018-01-21,0,0,0,0,0,1,0,0,1,1,Sunday,4.96,36.465,0.47,0.74
2018-01-22,0,0,0,0,0,0,0,0,2,1,Monday,2.01,40.71,1.0,0.91
2018-01-23,0,0,0,0,0,0,0,0,3,1,Tuesday,4.88,43.965,0.93,0.9
2018-01-24,0,0,0,0,0,0,0,0,4,1,Wednesday,5.36,28.22,0.93,0.84
2018-01-25,0,0,0,0,0,0,0,0,5,1,Thursday,2.91,26.235,1.0,0.79
2018-01-26,0,0,0,0,0,0,0,0,6,1,Friday,4.4,30.725,0.41,0.78
2018-01-27,0,0,0,0,0,1,0,0,7,1,Saturday,8.99,42.075,0.39,0.63
2018-01-28,0,0,0,0,0,1,0,0,1,1,Sunday,6.23,40.53,0.46,0.58
2018-01-29,0,0,0,0,0,0,0,0,2,1,Monday,3.46,30.405,0.53,0.78
2018-01-30,0,0,0,0,0,0,0,0,3,1,Tuesday,6.77,17.735,0.91,0.74
2018-01-31,0,0,0,0,0,0,0,0,4,1,Wednesday,3.69,17.785,0.35,0.65
2018-01-02,0,0,0,0,0,0,0,0,5,2,Thursday,6.62,30.13,0.59,0.63
2018-02-02,0,0,0,0,0,0,0,0,6,2,Friday,6.72,15.74,0.32,0.56
2018-03-02,0,0,0,0,0,1,0,0,7,2,Saturday,4.87,3.405,0.24,0.51
2018-04-02,0,0,0,0,0,1,0,0,1,2,Sunday,7.05,23.69,0.98,0.57
2018-05-02,0,0,0,0,0,0,0,0,2,2,Monday,5.26,12.86,0.76,0.8
2018-06-02,0,0,0,0,0,0,0,0,3,2,Tuesday,3.26,0.675,0.56,0.73
2018-07-02,0,0,0,0,0,0,0,0,4,2,Wednesday,1.33,10.665,0.54,0.75
2018-08-02,0,0,0,0,0,0,0,0,5,2,Thursday,4.35,12.34,0.97,0.78
2018-09-02,0,0,0,0,0,0,0,0,6,2,Friday,2.81,10.95,0.8,0.75
2018-10-02,0,0,0,0,0,1,0,0,7,2,Saturday,4.47,19.255,1.0,0.89
2018-11-02,0,0,0,0,0,1,0,0,1,2,Sunday,4.74,15.28,0.98,0.81
2018-12-02,0,0,0,0,0,0,1,0,2,2,Monday,4.05,13.01,0.72,0.82
2018-02-13,0,0,0,0,0,0,0,0,3,2,Tuesday,2.48,11.585,0.08,0.67
2018-02-14,0,0,0,0,0,0,0,0,4,2,Wednesday,2.8,23.675,0.46,0.69
2018-02-15,0,0,0,0,0,0,0,0,5,2,Thursday,4.98,32.51,0.42,0.84
2018-02-16,0,0,0,0,0,0,0,0,6,2,Friday,1.93,41.095,0.95,0.91
2018-02-17,0,0,0,0,0,1,0,0,7,2,Saturday,4.62,24.405,0.59,0.66
2018-02-18,0,0,0,0,0,1,0,0,1,2,Sunday,3.35,22.32,0.65,0.77
2018-02-19,0,0,0,0,0,0,1,0,2,2,Monday,5.12,26.145,0.39,0.81
2018-02-20,0,0,0,0,0,0,0,0,3,2,Tuesday,6.14,46.875,0.99,0.91
2018-02-21,0,0,0,0,0,0,0,0,4,2,Wednesday,5.52,47.09,1.0,0.93
2018-02-22,0,0,0,0,0,0,0,0,5,2,Thursday,5.43,24.845,0.77,0.79
2018-02-23,0,0,0,0,0,0,0,0,6,2,Friday,7.41,28.16,0.81,0.81
2018-02-24,0,0,0,0,0,1,0,0,7,2,Saturday,3.53,36.565,0.98,0.9
2018-02-25,0,0,0,0,0,1,0,0,1,2,Sunday,5.23,34.82,0.95,0.88
2018-02-26,0,0,0,0,0,0,0,0,2,2,Monday,9.41,35.355,0.52,0.65
2018-02-27,0,0,0,0,0,0,0,0,3,2,Tuesday,4.34,42.115,0.01,0.59
2018-02-28,0,0,0,0,0,0,0,0,4,2,Wednesday,7.32,49.395,0.34,0.54
2018-01-03,0,0,0,0,0,0,0,0,5,3,Thursday,1.27,44.885,0.88,0.75
2018-02-03,0,0,0,0,0,0,0,0,6,3,Friday,6.29,32.845,0.8,0.84
2018-03-03,0,0,0,0,0,1,0,0,7,3,Saturday,1.98,35.195,0.1,0.65
2018-04-03,0,0,0,0,0,1,0,0,1,3,Sunday,3.56,33.635,0.09,0.64
2018-05-03,0,0,0,0,0,0,0,0,2,3,Monday,5.74,34.08,0.05,0.55
2018-06-03,0,0,0,0,0,0,0,0,3,3,Tuesday,8.65,29.065,0.74,0.63
2018-07-03,0,0,0,0,0,0,0,0,4,3,Wednesday,1.7,33.115,0.99,0.88
2018-08-03,0,0,0,0,0,0,0,0,5,3,Thursday,6.66,22.635,0.75,0.67
2018-09-03,0,0,0,0,0,0,0,0,6,3,Friday,5.63,21.79,0.46,0.61
2018-10-03,0,0,0,0,0,1,0,0,7,3,Saturday,1.09,28.545,0.3,0.62
2018-11-03,0,0,0,0,0,1,0,0,1,3,Sunday,3.18,30.4,0.11,0.6
2018-12-03,0,0,0,0,0,0,0,0,2,3,Monday,4.33,29.665,0.23,0.66
2018-03-13,0,0,0,0,0,0,0,0,3,3,Tuesday,3.07,34.895,0.78,0.64
2018-03-14,0,0,0,0,0,0,0,0,4,3,Wednesday,5.36,26.47,0.6,0.67
2018-03-15,0,0,0,0,0,0,0,0,5,3,Thursday,4.76,30.245,0.2,0.54
2018-03-16,0,0,0,0,0,0,0,0,6,3,Friday,3.76,34.055,0.11,0.67
2018-03-17,0,0,0,0,0,1,0,0,7,3,Saturday,5.95,26.245,0.61,0.7
2018-03-18,0,0,0,0,0,1,0,0,1,3,Sunday,4.43,33.27,0.59,0.66
2018-03-19,0,0,0,0,0,0,0,0,2,3,Monday,1.15,42.39,0.08,0.51
2018-03-20,0,0,0,0,0,0,0,0,3,3,Tuesday,6.63,33.485,0.35,0.67
2018-03-21,0,0,0,0,0,0,0,0,4,3,Wednesday,8.96,23.24,0.5,0.69
2018-03-22,0,0,0,0,0,0,0,0,5,3,Thursday,6.19,27.73,0.44,0.65
2018-03-23,0,0,0,0,0,0,0,0,6,3,Friday,1.93,35.24,0.14,0.61
2018-03-24,0,0,1,0,0,1,0,0,7,3,Saturday,4.7,31.78,0.23,0.64
2018-03-25,0,0,1,0,0,1,0,0,1,3,Sunday,8.13,29.61,0.69,0.63
2018-03-26,0,0,1,0,0,0,0,0,2,3,Monday,7.11,25.935,0.12,0.55
2018-03-27,0,0,1,0,0,0,0,0,3,3,Tuesday,7.09,37.325,0.46,0.61
2018-03-28,0,0,1,0,0,0,0,0,4,3,Wednesday,3.2,46.615,1.0,0.87
2018-03-29,0,0,1,0,0,0,0,0,5,3,Thursday,1.62,44.43,0.9,0.79
2018-03-30,0,0,1,0,0,0,0,0,6,3,Friday,3.95,38.38,0.82,0.85
2018-03-31,0,0,1,0,0,1,0,0,7,3,Saturday,2.33,36.685,0.62,0.69
2018-01-04,0,0,1,0,0,1,0,0,1,4,Sunday,4.64,43.07,0.67,0.69
2018-02-04,0,0,0,0,0,0,0,0,2,4,Monday,3.26,26.745,0.43,0.53
2018-03-04,0,0,0,0,0,0,0,0,3,4,Tuesday,1.88,30.21,0.39,0.61
2018-04-04,0,0,0,0,0,0,0,0,4,4,Wednesday,4.04,33.065,1.0,0.9
2018-05-04,0,0,0,0,0,0,0,0,5,4,Thursday,8.14,22.565,0.79,0.7
2018-06-04,0,0,0,0,0,0,0,0,6,4,Friday,2.29,29.95,0.7,0.64
2018-07-04,0,0,0,0,0,1,0,0,7,4,Saturday,5.91,28.225,0.7,0.65
2018-08-04,0,0,0,0,0,1,0,0,1,4,Sunday,2.75,25.17,0.02,0.5
2018-09-04,0,0,0,0,0,0,0,0,2,4,Monday,2.61,27.71,0.37,0.55
2018-10-04,0,0,0,0,0,0,0,0,3,4,Tuesday,2.2,30.66,0.96,0.86
2018-11-04,0,0,0,0,0,0,0,0,4,4,Wednesday,3.26,35.67,0.52,0.63
2018-12-04,0,0,0,0,0,0,0,0,5,4,Thursday,2.59,49.425,0.69,0.61
2018-04-13,0,0,0,0,0,0,0,0,6,4,Friday,1.3,55.19,0.53,0.66
2018-04-14,0,0,0,0,0,1,0,0,7,4,Saturday,5.44,40.25,0.86,0.87
2018-04-15,0,0,0,0,0,1,0,0,1,4,Sunday,10.22,30.56,1.0,0.94
2018-04-16,0,0,0,0,0,0,0,0,2,4,Monday,4.8,28.56,1.0,0.93
2018-04-17,0,0,0,0,0,0,0,0,3,4,Tuesday,7.6,23.6,1.0,0.8
2018-04-18,0,0,0,0,0,0,0,0,4,4,Wednesday,3.8,31.215,0.54,0.64
2018-04-19,0,0,0,0,0,0,0,0,5,4,Thursday,4.11,29.785,0.69,0.81
2018-04-20,0,0,0,0,0,0,0,0,6,4,Friday,5.05,38.085,0.28,0.67
