date,christmas_holidays,sport_holidays,spring_holidays,summer_holidays,autumn_holidays,weekend,public_holiday,bridge,week_day,month,week_day_label,wind_speed,temperature,cloud_cover,humidity
2016-09-20,0,0,0,0,0,0,0,0,3,9,Tuesday,3.12,74.53,0.17,0.56
2016-09-21,0,0,0,0,0,0,0,0,4,9,Wednesday,2.16,74.665,0.31,0.65
2016-09-22,0,0,0,0,0,0,0,0,5,9,Thursday,0.41,71.465,0.54,0.8
2016-09-23,0,0,0,0,0,0,0,0,6,9,Friday,1.08,75.555,0.47,0.75
2016-09-24,0,0,0,0,0,1,0,0,7,9,Saturday,3.71,71.455,0.88,0.87
2016-09-25,0,0,0,0,0,1,0,0,1,9,Sunday,3.84,69.845,0.68,0.84
2016-09-26,0,0,0,0,0,0,0,0,2,9,Monday,3.12,76.35,0.42,0.73
2016-09-27,0,0,0,0,0,0,0,0,3,9,Tuesday,6.3,64.655,0.27,0.51
2016-09-28,0,0,0,0,0,0,0,0,4,9,Wednesday,4.96,61.4,0.23,0.46
2016-09-29,0,0,0,0,0,0,0,0,5,9,Thursday,5.09,55.355,0.91,0.81
2016-09-30,0,0,0,0,0,0,0,0,6,9,Friday,6.98,62.4,0.97,0.86
2016-01-10,0,0,0,0,0,1,0,0,7,10,Saturday,5.93,62.55,1.0,0.9
2016-02-10,0,0,0,0,0,1,0,0,1,10,Sunday,1.63,60.985,0.9,0.92
2016-03-10,0,0,0,0,0,0,0,0,2,10,Monday,2.21,61.03,0.98,0.9
2016-04-10,0,0,0,0,0,0,0,0,3,10,Tuesday,0.76,62.435,0.99,0.86
2016-05-10,0,0,0,0,0,0,0,0,4,10,Wednesday,3.03,67.015,0.71,0.77
2016-06-10,0,0,0,0,0,0,0,0,5,10,Thursday,3.52,72.39,0.39,0.69
2016-07-10,0,0,0,0,0,0,0,0,6,10,Friday,1.66,67.57,0.68,0.89
2016-08-10,0,0,0,0,0,1,0,0,7,10,Saturday,3.29,60.87,0.44,0.72
2016-09-10,0,0,0,0,0,1,0,0,1,10,Sunday,1.45,52.595,0.01,0.64
2016-10-10,0,0,0,0,0,0,1,0,2,10,Monday,3.14,55.775,0.16,0.72
2016-11-10,0,0,0,0,0,0,0,0,3,10,Tuesday,2.71,59.34,0.25,0.67
2016-12-10,0,0,0,0,0,0,0,0,4,10,Wednesday,3.93,66.16,0.5,0.62
2016-10-13,0,0,0,0,0,0,0,0,5,10,Thursday,3.52,56.555,0.79,0.81
2016-10-14,0,0,0,0,0,0,0,0,6,10,Friday,1.66,47.835,0.29,0.7
2016-10-15,0,0,0,0,0,1,0,0,7,10,Saturday,3.11,53.895,0.09,0.68
2016-10-16,0,0,0,0,0,1,0,0,1,10,Sunday,5.96,62.26,0.71,0.84
2016-10-17,0,0,0,0,0,0,0,0,2,10,Monday,3.2,68.645,0.91,0.88
2016-10-18,0,0,0,0,0,0,0,0,3,10,Tuesday,7.41,76.525,0.53,0.75
2016-10-19,0,0,0,0,0,0,0,0,4,10,Wednesday,3.83,66.955,0.26,0.7
2016-10-20,0,0,0,0,0,0,0,0,5,10,Thursday,1.08,60.52,0.48,0.7
2016-10-21,0,0,0,0,0,0,0,0,6,10,Friday,6.2,51.995,0.85,0.8
2016-10-22,0,0,0,0,0,1,0,0,7,10,Saturday,5.27,46.665,0.57,0.65
2016-10-23,0,0,0,0,0,1,0,0,1,10,Sunday,2.33,49.805,0.36,0.63
2016-10-24,0,0,0,0,0,0,0,0,2,10,Monday,3.09,59.185,0.04,0.67
2016-10-25,0,0,0,0,0,0,0,0,3,10,Tuesday,3.76,49.985,0.21,0.71
2016-10-26,0,0,0,0,0,0,0,0,4,10,Wednesday,3.15,46.985,0.67,0.72
2016-10-27,0,0,0,0,0,0,0,0,5,10,Thursday,5.74,46.32,1.0,0.86
2016-10-28,0,0,0,0,0,0,0,0,6,10,Friday,3.07,46.02,0.95,0.82
2016-10-29,0,0,0,0,0,1,0,0,7,10,Saturday,4.81,52.275,0.37,0.82
2016-10-30,0,0,0,0,0,1,0,0,1,10,Sunday,2.71,64.775,0.66,0.8
2016-10-31,0,0,0,0,0,0,0,0,2,10,Monday,5.31,52.17,0.88,0.82
2016-01-11,0,0,0,0,0,0,0,0,3,11,Tuesday,4.07,50.505,0.52,0.77
2016-02-11,0,0,0,0,0,0,0,0,4,11,Wednesday,4.11,68.34,0.31,0.73
2016-03-11,0,0,0,0,0,0,0,0,5,11,Thursday,0.87,60.775,0.89,0.88
2016-04-11,0,0,0,0,0,0,0,0,6,11,Friday,2.32,56.015,0.64,0.85
2016-05-11,0,0,0,0,0,1,0,0,7,11,Saturday,1.01,53.26,0.09,0.73
2016-06-11,0,0,0,0,0,1,0,0,1,11,Sunday,3.06,57.34,0.06,0.72
2016-07-11,0,0,0,0,0,0,0,1,2,11,Monday,1.64,58.565,0.0,0.71
2016-08-11,0,0,0,0,0,0,1,0,3,11,Tuesday,2.03,56.695,0.09,0.67
2016-09-11,0,0,0,0,0,0,0,0,4,11,Wednesday,2.93,56.45,0.81,0.72
2016-10-11,0,0,0,0,0,0,0,0,5,11,Thursday,3.23,48.375,0.34,0.63
2016-11-11,0,0,0,0,0,0,1,0,6,11,Friday,5.12,51.84,0.0,0.57
2016-12-11,0,0,0,0,0,1,0,0,7,11,Saturday,6.02,46.67,0.51,0.65
2016-11-13,0,0,0,0,0,1,0,0,1,11,Sunday,2.25,43.64,0.17,0.64
2016-11-14,0,0,0,0,0,0,0,0,2,11,Monday,5.54,45.005,0.05,0.6
2016-11-15,0,0,0,0,0,0,0,0,3,11,Tuesday,3.23,49.51,0.33,0.68
2016-11-16,0,0,0,0,0,0,0,0,4,11,Wednesday,0.74,47.75,0.48,0.85
2016-11-17,0,0,0,0,0,0,0,0,5,11,Thursday,0.75,48.69,0.09,0.83
2016-11-18,0,0,0,0,0,0,0,0,6,11,Friday,6.14,59.79,0.22,0.66
2016-11-19,0,0,0,0,0,1,0,0,7,11,Saturday,6.54,49.555,0.63,0.67
2016-11-20,0,0,0,0,0,1,0,0,1,11,Sunday,9.11,28.645,0.79,0.61
2016-11-21,0,0,0,0,0,0,0,0,2,11,Monday,4.39,25.28,0.3,0.62
2016-11-22,0,0,0,0,0,0,0,0,3,11,Tuesday,2.09,32.06,0.14,0.65
2016-11-23,0,0,0,0,1,0,0,0,4,11,Wednesday,3.78,33.045,0.65,0.73
2016-11-24,0,0,0,0,1,0,2,0,5,11,Thursday,3.78,38.83,1.0,0.91
2016-11-25,0,0,0,0,1,0,2,0,6,11,Friday,4.38,37.035,1.0,0.85
2016-11-26,0,0,0,0,1,1,0,0,7,11,Saturday,4.29,35.31,0.9,0.82
2016-11-27,0,0,0,0,1,1,0,0,1,11,Sunday,3.23,37.23,0.56,0.81
2016-11-28,0,0,0,0,0,0,0,0,2,11,Monday,4.83,35.55,0.67,0.88
2016-11-29,0,0,0,0,0,0,0,0,3,11,Tuesday,7.48,43.87,1.0,0.9
2016-11-30,0,0,0,0,0,0,0,0,4,11,Wednesday,5.47,49.255,0.31,0.78
2016-01-12,0,0,0,0,0,0,0,0,5,12,Thursday,4.16,38.705,0.54,0.79
2016-02-12,0,0,0,0,0,0,0,0,6,12,Friday,6.16,33.8,1.0,0.82
2016-03-12,0,0,0,0,0,1,0,0,7,12,Saturday,4.14,34.225,1.0,0.75
2016-04-12,0,0,0,0,0,1,0,0,1,12,Sunday,2.34,31.155,0.9,0.71
2016-05-12,0,0,0,0,0,0,0,0,2,12,Monday,0.84,31.155,0.97,0.86
2016-06-12,0,0,0,0,0,0,0,0,3,12,Tuesday,3.95,29.405,1.0,0.92
2016-07-12,0,0,0,0,0,0,0,0,4,12,Wednesday,3.64,28.225,0.53,0.81
2016-08-12,0,0,0,0,0,0,0,0,5,12,Thursday,10.48,17.715,0.56,0.7
2016-09-12,0,0,0,0,0,0,0,0,6,12,Friday,8.7,11.01,0.95,0.72
2016-10-12,0,0,0,0,0,1,0,0,7,12,Saturday,4.7,16.91,0.7,0.73
2016-11-12,0,0,0,0,0,1,0,0,1,12,Sunday,2.9,18.92,0.92,0.76
2016-12-12,0,0,0,0,0,0,0,0,2,12,Monday,3.82,25.145,1.0,0.93
2016-12-13,0,0,0,0,0,0,0,0,3,12,Tuesday,5.14,17.905,0.65,0.84
2016-12-14,0,0,0,0,0,0,0,0,4,12,Wednesday,4.2,8.64,0.35,0.7
2016-12-15,0,0,0,0,0,0,0,0,5,12,Thursday,7.37,1.61,0.38,0.62
2016-12-16,0,0,0,0,0,0,0,0,6,12,Friday,5.86,-2.08,0.26,0.63
2016-12-17,0,0,0,0,0,1,0,0,7,12,Saturday,4.31,13.545,0.99,0.71
2016-12-18,0,0,0,0,0,1,0,0,1,12,Sunday,3.29,17.31,1.0,0.89
2016-12-19,0,0,0,0,0,0,0,0,2,12,Monday,6.06,-2.135,0.41,0.73
2016-12-20,0,0,0,0,0,0,0,0,3,12,Tuesday,5.2,-4.985,0.01,0.67
2016-12-21,0,0,0,0,0,0,0,0,4,12,Wednesday,6.96,13.65,0.23,0.63
2016-12-22,0,0,0,0,0,0,0,0,5,12,Thursday,3.91,23.91,0.56,0.77
2016-12-23,0,0,0,0,0,0,0,0,6,12,Friday,3.95,29.37,0.32,0.75
2016-12-24,1,0,0,0,0,1,0,0,7,12,Saturday,3.9,28.39,0.74,0.85
2016-12-25,1,0,0,0,0,1,0,0,1,12,Sunday,0.92,33.985,1.0,0.89
2016-12-26,1,0,0,0,0,0,2,0,2,12,Monday,6.02,30.49,1.0,0.92
2016-12-27,1,0,0,0,0,0,0,0,3,12,Tuesday,7.08,37.325,0.59,0.76
2016-12-28,1,0,0,0,0,0,0,0,4,12,Wednesday,6.23,22.47,0.35,0.75
2016-12-29,1,0,0,0,0,0,0,0,5,12,Thursday,4.55,30.095,0.37,0.74
2016-12-30,1,0,0,0,0,0,0,0,6,12,Friday,8.71,26.705,0.56,0.72
2016-12-31,1,0,0,0,0,1,0,0,7,12,Saturday,4.8,23.4,0.56,0.64
2017-01-01,1,0,0,0,0,1,0,0,1,1,Sunday,5.67,30.565,0.41,0.61
2017-02-01,1,0,0,0,0,0,2,0,2,1,Monday,1.12,30.47,0.14,0.72
2017-03-01,1,0,0,0,0,0,0,0,3,1,Tuesday,2.51,35.135,0.75,0.88
2017-04-01,1,0,0,0,0,0,0,0,4,1,Wednesday,3.86,26.465,0.96,0.93
2017-05-01,1,0,0,0,0,0,0,0,5,1,Thursday,8.79,4.075,0.18,0.66
2017-06-01,1,0,0,0,0,0,0,0,6,1,Friday,6.6,-1.375,0.72,0.65
2017-07-01,1,0,0,0,0,1,0,0,7,1,Saturday,4.98,-4.915,0.22,0.64
2017-08-01,1,0,0,0,0,1,0,0,1,1,Sunday,5.54,0.7,0.08,0.61
2017-09-01,0,0,0,0,0,0,0,0,2,1,Monday,2.88,4.78,0.34,0.57
2017-10-01,0,0,0,0,0,0,0,0,3,1,Tuesday,5.92,17.59,0.84,0.71
2017-11-01,0,0,0,0,0,0,0,0,4,1,Wednesday,9.23,33.43,0.92,0.81
2017-12-01,0,0,0,0,0,0,0,0,5,1,Thursday,1.76,31.285,0.78,0.87
2017-01-13,0,0,0,0,0,0,0,0,6,1,Friday,5.02,17.745,0.83,0.85
2017-01-14,0,0,0,0,0,1,0,0,7,1,Saturday,4.41,16.765,0.67,0.73
2017-01-15,0,0,0,0,0,1,0,0,1,1,Sunday,0.65,28.165,0.76,0.73
2017-01-16,0,0,0,0,0,0,1,0,2,1,Monday,0.55,28.57,0.46,0.75
2017-01-17,0,0,0,0,0,0,0,0,3,1,Tuesday,2.38,34.325,0.96,0.91
2017-01-18,0,0,0,0,0,0,0,0,4,1,Wednesday,4.43,35.315,1.0,0.95
2017-01-19,0,0,0,0,0,0,0,0,5,1,Thursday,5.03,31.245,0.97,0.92
2017-01-20,0,0,0,0,0,0,0,0,6,1,Friday,2.34,35.665,0.89,0.93
2017-01-21,0,0,0,0,0,1,0,0,7,1,Saturday,2.03,38.865,1.0,0.96
2017-01-22,0,0,0,0,0,1,0,0,1,1,Sunday,3.35,51.285,0.57,0.84
2017-01-23,0,0,0,0,0,0,0,0,2,1,Monday,2.51,39.16,0.99,0.93
2017-01-24,0,0,0,0,0,0,0,0,3,1,Tuesday,4.79,35.62,0.99,0.89
2017-01-25,0,0,0,0,0,0,0,0,4,1,Wednesday,1.16,33.415,1.0,0.87
2017-01-26,0,0,0,0,0,0,0,0,5,1,Thursday,2.64,34.94,0.99,0.91
2017-01-27,0,0,0,0,0,0,0,0,6,1,Friday,6.57,26.8,1.0,0.85
2017-01-28,0,0,0,0,0,1,0,0,7,1,Saturday,7.41,20.765,0.97,0.77
2017-01-29,0,0,0,0,0,1,0,0,1,1,Sunday,6.51,19.35,0.98,0.79
2017-01-30,0,0,0,0,0,0,0,0,2,1,Monday,5.4,18.96,0.97,0.68
2017-01-31,0,0,0,0,0,0,0,0,3,1,Tuesday,3.32,21.04,0.53,0.64
2017-01-02,0,0,0,0,0,0,0,0,4,2,Wednesday,8.08,32.04,0.91,0.78
2017-02-02,0,0,0,0,0,0,0,0,5,2,Thursday,6.11,24.325,0.7,0.69
2017-03-02,0,0,0,0,0,0,0,0,6,2,Friday,6.7,10.235,0.15,0.58
2017-04-02,0,0,0,0,0,1,0,0,7,2,Saturday,5.39,13.53,0.22,0.52
2017-05-02,0,0,0,0,0,1,0,0,1,2,Sunday,5.37,19.995,0.53,0.52
2017-06-02,0,0,0,0,0,0,0,0,2,2,Monday,3.14,30.365,0.2,0.63
2017-07-02,0,0,0,0,0,0,0,0,3,2,Tuesday,3.6,38.465,0.46,0.81
2017-08-02,0,0,0,0,0,0,0,0,4,2,Wednesday,2.8,39.035,1.0,0.94
2017-09-02,0,0,0,0,0,0,0,0,5,2,Thursday,5.8,19.35,0.88,0.75
2017-10-02,0,0,0,0,0,0,0,0,6,2,Friday,5.75,10.505,0.23,0.56
2017-11-02,0,0,0,0,0,1,0,0,7,2,Saturday,6.46,24.355,0.57,0.68
2017-12-02,0,0,0,0,0,1,1,0,1,2,Sunday,1.45,40.885,0.68,0.79
2017-02-13,0,0,0,0,0,0,0,0,2,2,Monday,7.43,34.49,0.46,0.64
2017-02-14,0,0,0,0,0,0,0,0,3,2,Tuesday,4.2,32.49,0.08,0.6
2017-02-15,0,0,0,0,0,0,0,0,4,2,Wednesday,6.48,39.75,0.16,0.62
2017-02-16,0,0,0,0,0,0,0,0,5,2,Thursday,5.84,26.21,0.4,0.52
2017-02-17,0,0,0,0,0,0,0,0,6,2,Friday,2.36,32.155,0.77,0.53
2017-02-18,0,0,0,0,0,1,0,0,7,2,Saturday,4.06,48.4,0.08,0.58
2017-02-19,0,0,0,0,0,1,0,0,1,2,Sunday,2.98,55.85,0.04,0.53
2017-02-20,0,0,0,0,0,0,1,0,2,2,Monday,0.7,50.21,0.1,0.6
2017-02-21,0,0,0,0,0,0,0,0,3,2,Tuesday,5.43,55.98,0.45,0.68
2017-02-22,0,0,0,0,0,0,0,0,4,2,Wednesday,3.17,59.3,0.82,0.8
2017-02-23,0,0,0,0,0,0,0,0,5,2,Thursday,5.81,59.58,0.55,0.85
2017-02-24,0,0,0,0,0,0,0,0,6,2,Friday,3.55,44.535,0.59,0.86
2017-02-25,0,0,0,0,0,1,0,0,7,2,Saturday,4.11,33.455,0.99,0.94
2017-02-26,0,0,0,0,0,1,0,0,1,2,Sunday,7.68,19.95,0.85,0.72
2017-02-27,0,0,0,0,0,0,0,0,2,2,Monday,6.37,31.195,0.64,0.58
2017-02-28,0,0,0,0,0,0,0,0,3,2,Tuesday,3.24,41.695,0.48,0.67
2017-01-03,0,0,0,0,0,0,0,0,4,3,Wednesday,6.12,50.335,1.0,0.89
2017-02-03,0,0,0,0,0,0,0,0,5,3,Thursday,5.95,38.39,0.96,0.9
2017-03-03,0,0,0,0,0,0,0,0,6,3,Friday,5.27,24.3,0.77,0.66
2017-04-03,0,0,0,0,0,1,0,0,7,3,Saturday,3.29,21.91,0.29,0.47
2017-05-03,0,0,0,0,0,1,0,0,1,3,Sunday,7.01,28.285,0.62,0.76
2017-06-03,0,0,0,0,0,0,0,0,2,3,Monday,7.13,42.35,0.61,0.68
2017-07-03,0,0,0,0,0,0,0,0,3,3,Tuesday,9.7,57.245,1.0,0.82
2017-08-03,0,0,0,0,0,0,0,0,4,3,Wednesday,8.56,51.51,0.52,0.58
2017-09-03,0,0,0,0,0,0,0,0,5,3,Thursday,10.69,43.13,0.13,0.37
2017-10-03,0,0,0,0,0,0,0,0,6,3,Friday,3.62,32.92,0.65,0.59
2017-11-03,0,0,0,0,0,1,0,0,7,3,Saturday,6.95,22.82,0.29,0.37
2017-12-03,0,0,0,0,0,1,0,0,1,3,Sunday,3.96,17.625,0.51,0.38
2017-03-13,0,0,0,0,0,0,0,0,2,3,Monday,1.44,26.485,0.47,0.45
2017-03-14,0,0,0,0,0,0,0,0,3,3,Tuesday,5.52,21.2,1.0,0.86
2017-03-15,0,0,0,0,0,0,0,0,4,3,Wednesday,5.64,17.88,0.84,0.72
2017-03-16,0,0,0,0,0,0,0,0,5,3,Thursday,5.43,18.57,0.06,0.54
2017-03-17,0,0,0,0,0,0,0,0,6,3,Friday,2.24,28.105,0.07,0.54
2017-03-18,0,0,0,0,0,1,0,0,7,3,Saturday,3.08,37.89,0.84,0.81
2017-03-19,0,0,0,0,0,1,0,0,1,3,Sunday,6.02,36.465,0.99,0.71
2017-03-20,0,0,0,0,0,0,0,0,2,3,Monday,1.66,39.795,0.45,0.71
2017-03-21,0,0,0,0,0,0,0,0,3,3,Tuesday,0.74,44.515,0.86,0.8
2017-03-22,0,0,0,0,0,0,0,0,4,3,Wednesday,5.2,37.715,0.41,0.65
2017-03-23,0,0,0,0,0,0,0,0,5,3,Thursday,6.38,25.125,0.6,0.63
2017-03-24,0,0,0,0,0,0,0,0,6,3,Friday,5.96,36.21,0.78,0.57
2017-03-25,0,0,0,0,0,1,0,0,7,3,Saturday,3.54,57.94,0.46,0.62
2017-03-26,0,0,0,0,0,1,0,0,1,3,Sunday,5.35,40.315,1.0,0.94
2017-03-27,0,0,0,0,0,0,0,0,2,3,Monday,2.07,53.075,0.99,0.9
2017-03-28,0,0,0,0,0,0,0,0,3,3,Tuesday,1.42,44.55,1.0,0.93
2017-03-29,0,0,0,0,0,0,0,0,4,3,Wednesday,5.26,38.055,0.95,0.87
2017-03-30,0,0,0,0,0,0,0,0,5,3,Thursday,5.62,36.04,0.93,0.86
2017-03-31,0,0,0,0,0,0,0,0,6,3,Friday,6.69,37.135,1.0,0.94
2017-01-04,0,0,0,0,0,1,0,0,7,4,Saturday,8.27,32.83,0.99,0.9
2017-02-04,0,0,0,0,0,1,0,0,1,4,Sunday,1.33,44.35,0.32,0.56
2017-03-04,0,0,0,0,0,0,0,0,2,4,Monday,1.9,50.645,0.79,0.53
2017-04-04,0,0,0,0,0,0,0,0,3,4,Tuesday,2.13,45.76,0.9,0.84
2017-05-04,0,0,0,0,0,0,0,0,4,4,Wednesday,2.84,47.84,0.9,0.84
2017-06-04,0,0,0,0,0,0,0,0,5,4,Thursday,8.27,38.29,0.88,0.91
2017-07-04,0,0,1,0,0,0,0,0,6,4,Friday,10.49,35.45,0.8,0.75
2017-08-04,0,0,1,0,0,1,0,0,7,4,Saturday,4.72,41.31,0.12,0.46
2017-09-04,0,0,1,0,0,1,0,0,1,4,Sunday,6.21,52.55,0.19,0.45
2017-10-04,0,0,1,0,0,0,0,0,2,4,Monday,9.33,66.01,0.55,0.53
2017-11-04,0,0,1,0,0,0,0,0,3,4,Tuesday,5.34,56.07,0.85,0.71
2017-12-04,0,0,1,0,0,0,0,0,4,4,Wednesday,3.62,45.51,0.93,0.78
2017-04-13,0,0,1,0,0,0,0,0,5,4,Thursday,2.49,46.225,0.19,0.66
2017-04-14,0,0,1,0,0,0,0,0,6,4,Friday,4.12,48.935,0.69,0.72
2017-04-15,0,0,1,0,0,1,0,0,7,4,Saturday,3.02,54.06,0.7,0.72
2017-04-16,0,0,1,0,0,1,0,0,1,4,Sunday,7.78,71.16,0.52,0.6
2017-04-17,0,0,0,0,0,0,0,0,2,4,Monday,4.77,65.92,0.69,0.63
2017-04-18,0,0,0,0,0,0,0,0,3,4,Tuesday,1.94,53.64,0.18,0.56
2017-04-19,0,0,0,0,0,0,0,0,4,4,Wednesday,3.74,58.835,0.36,0.59
2017-04-20,0,0,0,0,0,0,0,0,5,4,Thursday,0.99,55.26,0.88,0.78
2017-04-21,0,0,0,0,0,0,0,0,6,4,Friday,4.62,58.92,0.72,0.74
2017-04-22,0,0,0,0,0,1,0,0,7,4,Saturday,4.82,46.075,0.61,0.63
2017-04-23,0,0,0,0,0,1,0,0,1,4,Sunday,5.22,47.25,0.19,0.56
2017-04-24,0,0,0,0,0,0,0,0,2,4,Monday,1.15,53.555,0.02,0.47
2017-04-25,0,0,0,0,0,0,0,0,3,4,Tuesday,2.19,55.155,0.13,0.57
2017-04-26,0,0,0,0,0,0,0,0,4,4,Wednesday,4.85,66.125,0.34,0.55
2017-04-27,0,0,0,0,0,0,0,0,5,4,Thursday,4.7,68.315,0.63,0.66
2017-04-28,0,0,0,0,0,0,0,0,6,4,Friday,6.76,51.375,0.97,0.82
2017-04-29,0,0,0,0,0,1,0,0,7,4,Saturday,1.22,48.32,0.72,0.78
2017-04-30,0,0,0,0,0,1,0,0,1,4,Sunday,9.6,37.94,1.0,0.85
2017-01-05,0,0,0,0,0,0,0,0,2,5,Monday,6.01,41.69,1.0,0.96
2017-02-05,0,0,0,0,0,0,0,0,3,5,Tuesday,5.74,48.775,0.95,0.83
2017-03-05,0,0,0,0,0,0,0,0,4,5,Wednesday,7.55,40.875,1.0,0.76
2017-04-05,0,0,0,0,0,0,0,0,5,5,Thursday,1.66,46.05,0.4,0.63
2017-05-05,0,0,0,0,0,0,0,0,6,5,Friday,5.26,44.97,0.77,0.73
2017-06-05,0,0,0,0,0,1,0,0,7,5,Saturday,8.12,45.27,0.33,0.74
2017-07-05,0,0,0,0,0,1,0,0,1,5,Sunday,5.89,47.22,0.47,0.62
2017-08-05,0,0,0,0,0,0,0,0,2,5,Monday,3.63,44.945,0.05,0.52
2017-09-05,0,0,0,0,0,0,0,0,3,5,Tuesday,3.28,44.245,0.35,0.56
2017-10-05,0,0,0,0,0,0,0,0,4,5,Wednesday,2.83,48.92,0.99,0.7
2017-11-05,0,0,0,0,0,0,0,0,5,5,Thursday,2.45,55.785,0.84,0.71
2017-12-05,0,0,0,0,0,0,0,0,6,5,Friday,3.97,53.59,0.57,0.79
2017-05-13,0,0,0,0,0,1,0,0,7,5,Saturday,2.25,57.61,0.15,0.65
2017-05-14,0,0,0,0,0,1,1,0,1,5,Sunday,2.3,64.31,0.36,0.57
2017-05-15,0,0,0,0,0,0,0,0,2,5,Monday,3.25,58.77,0.14,0.64
2017-05-16,0,0,0,0,0,0,0,0,3,5,Tuesday,2.34,64.08,0.37,0.58
2017-05-17,0,0,0,0,0,0,0,0,4,5,Wednesday,6.16,76.29,0.26,0.59
2017-05-18,0,0,0,0,0,0,0,0,5,5,Thursday,9.18,77.13,0.52,0.57
2017-05-19,0,0,0,0,0,0,0,0,6,5,Friday,4.92,62.495,0.34,0.66
2017-05-20,0,0,0,0,0,1,0,0,7,5,Saturday,8.37,41.86,0.98,0.86
2017-05-21,0,0,0,0,0,1,0,0,1,5,Sunday,4.93,53.955,0.91,0.87
2017-05-22,0,0,0,0,0,0,0,0,2,5,Monday,5.4,57.975,0.88,0.74
2017-05-23,0,0,0,0,0,0,0,0,3,5,Tuesday,6.15,60.165,0.51,0.62
2017-05-24,0,0,0,0,0,0,0,0,4,5,Wednesday,2.02,58.78,0.96,0.84
2017-05-25,0,0,0,0,0,0,0,0,5,5,Thursday,5.64,54.585,1.0,0.9
2017-05-26,0,0,0,0,0,0,0,0,6,5,Friday,4.77,58.725,0.79,0.82
2017-05-27,0,0,0,0,0,1,0,0,7,5,Saturday,2.23,59.84,0.61,0.83
2017-05-28,0,0,0,0,0,1,0,0,1,5,Sunday,1.84,62.615,0.58,0.78
2017-05-29,0,0,0,0,0,0,1,0,2,5,Monday,1.17,65.035,0.48,0.71
2017-05-30,0,0,0,0,0,0,0,0,3,5,Tuesday,5.01,68.365,0.34,0.5
2017-05-31,0,0,0,0,0,0,0,0,4,5,Wednesday,4.38,64.325,0.42,0.53
2017-01-06,0,0,0,0,0,0,0,0,5,6,Thursday,3.93,63.51,0.24,0.51
2017-02-06,0,0,0,0,0,0,0,0,6,6,Friday,0.37,64.87,0.02,0.48
2017-03-06,0,0,0,0,0,1,0,0,7,6,Saturday,1.23,69.945,0.04,0.41
2017-04-06,0,0,0,0,0,1,0,0,1,6,Sunday,1.09,72.46,0.31,0.49
2017-05-06,0,0,0,0,0,0,0,0,2,6,Monday,2.27,80.02,0.47,0.55
2017-06-06,0,0,0,0,0,0,0,0,3,6,Tuesday,4.67,65.09,0.05,0.71
2017-07-06,0,0,0,0,0,0,0,0,4,6,Wednesday,5.67,62.46,0.02,0.59
2017-08-06,0,0,0,0,0,0,0,0,5,6,Thursday,3.48,64.36,0.14,0.57
2017-09-06,0,0,0,0,0,0,0,0,6,6,Friday,0.6,66.94,0.22,0.5
2017-10-06,0,0,0,0,0,1,0,0,7,6,Saturday,1.78,74.82,0.55,0.57
2017-11-06,0,0,0,0,0,1,0,0,1,6,Sunday,6.24,76.755,0.12,0.5
2017-12-06,0,0,0,0,0,0,0,0,2,6,Monday,6.56,82.07,0.22,0.49
2017-06-13,0,0,0,0,0,0,0,0,3,6,Tuesday,5.21,85.63,0.18,0.52
2017-06-14,0,0,0,0,0,0,0,0,4,6,Wednesday,1.48,77.55,0.42,0.72
2017-06-15,0,0,0,0,0,0,0,0,5,6,Thursday,2.4,82.255,0.61,0.76
2017-06-16,0,0,0,0,0,0,0,0,6,6,Friday,2.07,79.31,0.53,0.68
2017-06-17,0,0,0,0,0,1,0,0,7,6,Saturday,3.21,77.49,0.66,0.65
2017-06-18,0,0,0,0,0,1,1,0,1,6,Sunday,3.16,80.32,0.74,0.75
2017-06-19,0,0,0,0,0,0,0,0,2,6,Monday,5.63,74.175,0.7,0.69
2017-06-20,0,0,0,0,0,0,0,0,3,6,Tuesday,3.68,70.195,0.56,0.65
2017-06-21,0,0,0,1,0,0,0,0,4,6,Wednesday,0.89,68.56,0.3,0.71
2017-06-22,0,0,0,1,0,0,0,0,5,6,Thursday,1.68,67.305,0.36,0.7
2017-06-23,0,0,0,1,0,0,0,0,6,6,Friday,6.12,81.525,0.58,0.7
2017-06-24,0,0,0,1,0,1,0,0,7,6,Saturday,3.06,74.305,0.72,0.67
2017-06-25,0,0,0,1,0,1,0,0,1,6,Sunday,5.54,67.735,0.38,0.57
2017-06-26,0,0,0,1,0,0,0,0,2,6,Monday,5.73,63.35,0.47,0.58
2017-06-27,0,0,0,1,0,0,0,0,3,6,Tuesday,4.45,63.35,0.46,0.58
2017-06-28,0,0,0,1,0,0,0,0,4,6,Wednesday,0.8,63.57,0.24,0.55
2017-06-29,0,0,0,1,0,0,0,0,5,6,Thursday,6.11,70.66,0.67,0.63
2017-06-30,0,0,0,1,0,0,0,0,6,6,Friday,4.12,75.915,0.74,0.76
2017-01-07,0,0,0,1,0,1,0,0,7,7,Saturday,1.25,73.595,0.68,0.82
2017-02-07,0,0,0,1,0,1,0,0,1,7,Sunday,3.61,74.43,0.31,0.63
2017-03-07,0,0,0,1,0,0,0,0,2,7,Monday,2.66,75.405,0.23,0.62
2017-04-07,0,0,0,1,0,0,2,0,3,7,Tuesday,2.65,71.97,0.64,0.78
2017-05-07,0,0,0,1,0,0,0,0,4,7,Wednesday,2.46,74.07,0.58,0.76
